Protein,Protein ID,Entry Name,Gene,CTRL-1,CTRL-2,CTRL-3,PTX3-1,PTX3-2,PTX3-3,mean c,mean ptx3,FC,log2FC,P.value,Sig
sp|Q9BUL8|PDC10_HUMAN,Q9BUL8,PDC10_HUMAN,PDCD10,5.873820492,5.497757323,5.507526305,4.349145845,4.535918854,6.798904807,5.62636804,5.227989835,0.929194428,-0.105947591,0.64341771,not significant
sp|Q9BUN8|DERL1_HUMAN,Q9BUN8,DERL1_HUMAN,DERL1,0.000249487,0.255077024,0.000253648,0.143902841,0.000256791,0.000264092,0.085193386,0.048141241,0.565081908,-0.823468094,0.72326543,not significant
sp|Q9BUQ8|DDX23_HUMAN,Q9BUQ8,DDX23_HUMAN,DDX23,6.898930176,7.602263815,4.506136705,5.354185296,4.696961513,8.01428212,6.335776899,6.021809643,0.950445342,-0.073324431,0.831276438,not significant
sp|Q9BUR4|TCAB1_HUMAN,Q9BUR4,TCAB1_HUMAN,WRAP53,0.049905908,0.000241214,0.071904432,0.100433401,0.059169448,0.1058944,0.040683851,0.088499083,2.175287739,1.121206248,0.137713153,not significant
sp|Q9BUR5|MIC26_HUMAN,Q9BUR5,MIC26_HUMAN,APOO,0.389462102,0.027227907,0.388911416,0.669896603,0.6608841,0.304207778,0.268533808,0.54499616,2.029525309,1.021142331,0.180164326,not significant
sp|Q9BUT9|MCRI2_HUMAN,Q9BUT9,MCRI2_HUMAN,MCRIP2,0.000249487,0.056265721,0.000253648,0.000258488,0.000256791,0.000264092,0.018922952,0.00025979,0.013728848,-6.186645608,0.374090086,not significant
sp|Q9BV20|MTNA_HUMAN,Q9BV20,MTNA_HUMAN,MRI1,1.66485821,2.700040363,3.733881352,2.09997062,1.567165683,1.942425685,2.699593308,1.869853996,0.692642847,-0.529816458,0.250414843,not significant
sp|Q9BV29|CCD32_HUMAN,Q9BV29,CCD32_HUMAN,CCDC32,0.000249487,0.000241214,0.000253648,0.141893312,0.170654345,0.139058505,0.000248116,0.150535387,606.712929,9.244870245,0.000118453,up
sp|Q9BV38|WDR18_HUMAN,Q9BV38,WDR18_HUMAN,WDR18,0.799633238,1.579227747,1.60947516,1.300520131,0.850289783,1.073416411,1.329445382,1.074742108,0.808413887,-0.306833991,0.436902431,not significant
sp|Q9BV40|VAMP8_HUMAN,Q9BV40,VAMP8_HUMAN,VAMP8,2.16275937,2.181096807,1.352118077,2.960082035,3.85753193,1.708563327,1.898658085,2.842059097,1.496877779,0.58195643,0.237889983,not significant
sp|Q9BV44|THUM3_HUMAN,Q9BV44,THUM3_HUMAN,THUMPD3,0.183139482,0.137867697,0.283495745,0.291092395,0.23397805,0.228158916,0.201500975,0.251076454,1.246030964,0.31733992,0.355403935,not significant
sp|Q9BV57|MTND_HUMAN,Q9BV57,MTND_HUMAN,ADI1,0.745460794,0.660617967,0.055759846,0.580892064,0.462560051,0.396877898,0.487279536,0.480110004,0.985286615,-0.021384636,0.975970042,not significant
sp|Q9BV68|RN126_HUMAN,Q9BV68,RN126_HUMAN,RNF126,2.548049128,1.694741243,1.958392179,2.736955471,3.396516474,3.717697351,2.06706085,3.283723099,1.588595275,0.667751617,0.033738755,up
sp|Q9BV79|MECR_HUMAN,Q9BV79,MECR_HUMAN,MECR,0.460326518,0.76391358,0.754690917,0.504135704,0.531819513,0.848365149,0.659643672,0.628106789,0.952191032,-0.070677053,0.842478463,not significant
sp|Q9BV86|NTM1A_HUMAN,Q9BV86,NTM1A_HUMAN,NTMT1,3.77004736,3.601607384,3.81794297,4.249252019,4.240413921,4.430737407,3.729865905,4.306801116,1.15467988,0.207492939,0.003077677,not significant
sp|Q9BVC3|DCC1_HUMAN,Q9BVC3,DCC1_HUMAN,DSCC1,0.192870854,0.000241214,0.159535739,0.283522343,0.595216726,0.285866504,0.117549269,0.388201858,3.30246084,1.723541454,0.085964256,not significant
sp|Q9BVC4|LST8_HUMAN,Q9BVC4,LST8_HUMAN,MLST8,0.278213994,0.031609095,0.000253648,0.30425935,0.179246053,0.310977793,0.103358912,0.264827732,2.562214772,1.357391411,0.174001192,not significant
sp|Q9BVC5|ASHWN_HUMAN,Q9BVC5,ASHWN_HUMAN,C2orf49,0.591167967,0.502871626,0.270583613,0.508006103,0.406092225,0.314496383,0.454874402,0.40953157,0.900317909,-0.151493578,0.703190786,not significant
sp|Q9BVC6|TM109_HUMAN,Q9BVC6,TM109_HUMAN,TMEM109,5.056940664,4.958135413,4.133238181,0.000258488,0.000256791,0.000264092,4.716104753,0.00025979,5.50858E-05,-14.14796039,8.69498E-05,down
sp|Q9BVG4|PBDC1_HUMAN,Q9BVG4,PBDC1_HUMAN,PBDC1,2.418745877,2.653568843,1.828658523,2.701439572,2.742970782,2.055148919,2.300324414,2.499853091,1.086739364,0.120005976,0.579536835,not significant
sp|Q9BVI4|NOC4L_HUMAN,Q9BVI4,NOC4L_HUMAN,NOC4L,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BVJ6|UT14A_HUMAN,Q9BVJ6,UT14A_HUMAN,UTP14A,3.339224783,3.16322254,1.574439204,1.895218406,3.282054322,3.148662498,2.692295509,2.775311742,1.03083474,0.043813064,0.913069071,not significant
sp|Q9BVJ7|DUS23_HUMAN,Q9BVJ7,DUS23_HUMAN,DUSP23,0.12134383,0.142463009,0.087882466,0.151160146,0.138032674,0.065758409,0.117229768,0.118317076,1.009275016,0.013319346,0.973652197,not significant
sp|Q9BVK6|TMED9_HUMAN,Q9BVK6,TMED9_HUMAN,TMED9,6.860664402,13.72418958,7.903509422,8.368471365,7.506869602,14.60969116,9.496121135,10.16167738,1.070087168,0.097728322,0.840161765,not significant
sp|Q9BVL2|NUP58_HUMAN,Q9BVL2,NUP58_HUMAN,NUP58,3.166211586,2.405928409,1.970259719,2.809699208,3.025822063,3.10470605,2.514133238,2.980075774,1.185329293,0.245287906,0.265692923,not significant
sp|Q9BVL4|SELO_HUMAN,Q9BVL4,SELO_HUMAN,SELENOO,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BVP2|GNL3_HUMAN,Q9BVP2,GNL3_HUMAN,GNL3,1.402723239,1.153228903,0.435005939,1.324465904,0.846080824,0.683616183,0.996986027,0.951387637,0.954263762,-0.067540007,0.902091623,not significant
sp|Q9BVS4|RIOK2_HUMAN,Q9BVS4,RIOK2_HUMAN,RIOK2,0.111311623,0.000241214,0.172940813,0.087740079,0.085308283,0.080763177,0.094831217,0.084603846,0.89215186,-0.164638792,0.849602766,not significant
sp|Q9BVT8|TMUB1_HUMAN,Q9BVT8,TMUB1_HUMAN,TMUB1,0.363941483,0.413088714,0.627054611,0.389203634,0.584554819,0.567130184,0.468028269,0.513629546,1.097432739,0.134132521,0.678182519,not significant
sp|Q9BVW5|TIPIN_HUMAN,Q9BVW5,TIPIN_HUMAN,TIPIN,0.076628601,0.046930341,0.083414768,0.137166992,0.259723983,0.101031008,0.068991237,0.165973994,2.405725747,1.266472184,0.120617717,not significant
sp|Q9BW19|KIFC1_HUMAN,Q9BW19,KIFC1_HUMAN,KIFC1,1.019250115,0.885925902,0.727785969,0.977723081,0.995389239,0.9932674,0.877653995,0.98879324,1.126632187,0.172016594,0.258389577,not significant
sp|Q9BW27|NUP85_HUMAN,Q9BW27,NUP85_HUMAN,NUP85,0.551171868,1.274265915,0.346009125,1.092879003,0.502498475,0.351533846,0.723815636,0.648970441,0.896596328,-0.157469504,0.84593853,not significant
sp|Q9BW60|ELOV1_HUMAN,Q9BW60,ELOV1_HUMAN,ELOVL1,0.000249487,0.000241214,0.000253648,0.000258488,0.048311164,0.000264092,0.000248116,0.016277915,65.60597784,6.03575537,0.373548005,not significant
sp|Q9BW61|DDA1_HUMAN,Q9BW61,DDA1_HUMAN,DDA1,0.454808213,0.383090719,0.413223873,0.000258488,0.000256791,0.000264092,0.417040935,0.00025979,0.000622937,-10.64862553,3.65457E-05,down
sp|Q9BW62|KATL1_HUMAN,Q9BW62,KATL1_HUMAN,KATNAL1,0.100330602,0.222347023,0.000253648,0.19804263,0.210558169,0.000264092,0.107643758,0.136288297,1.266104974,0.340397025,0.774866745,not significant
sp|Q9BW83|IFT27_HUMAN,Q9BW83,IFT27_HUMAN,IFT27,0.000249487,0.000241214,0.000253648,0.123725985,0.092264669,0.000264092,0.000248116,0.072084915,290.5286982,8.182536869,0.124465791,not significant
sp|Q9BW85|YJU2_HUMAN,Q9BW85,YJU2_HUMAN,YJU2,0.104611013,0.299524168,0.097736941,0.366255287,0.399209904,0.000264092,0.167290707,0.255243094,1.525745801,0.60951462,0.57420062,not significant
sp|Q9BW91|NUDT9_HUMAN,Q9BW91,NUDT9_HUMAN,NUDT9,1.648845459,0.653020638,0.054954442,1.387829056,1.304270528,1.306644686,0.785606846,1.332914757,1.696668967,0.762705112,0.305060579,not significant
sp|Q9BW92|SYTM_HUMAN,Q9BW92,SYTM_HUMAN,TARS2,0.000249487,0.000241214,0.101216432,0.000258488,0.000256791,0.139442526,0.033902378,0.046652602,1.376086425,0.460571081,0.834860898,not significant
sp|Q9BWD1|THIC_HUMAN,Q9BWD1,THIC_HUMAN,ACAT2,7.410553228,10.16153703,6.455272021,7.958311675,7.005671714,7.734134463,8.00912076,7.566039284,0.944677888,-0.082105605,0.71908159,not significant
sp|Q9BWF3|RBM4_HUMAN,Q9BWF3,RBM4_HUMAN,RBM4,8.58275146,13.59037013,9.445754961,10.14151544,9.688163036,7.206200249,10.53962552,9.011959575,0.855055007,-0.22591086,0.442623675,not significant
sp|Q9BWJ5|SF3B5_HUMAN,Q9BWJ5,SF3B5_HUMAN,SF3B5,7.424544952,6.793081126,8.902298695,5.708682537,9.444628156,6.587813653,7.706641591,7.247041449,0.940363109,-0.088710152,0.739501431,not significant
sp|Q9BWM7|SFXN3_HUMAN,Q9BWM7,SFXN3_HUMAN,SFXN3,2.13540117,2.460393594,2.276692597,2.703023469,2.269980938,2.783147434,2.29082912,2.585383947,1.128580008,0.174508699,0.186718699,not significant
sp|Q9BWU0|NADAP_HUMAN,Q9BWU0,NADAP_HUMAN,SLC4A1AP,0.379251439,0.310791593,0.31395133,0.259409954,0.193020953,0.280762314,0.334664787,0.24439774,0.730276233,-0.453485816,0.059391656,not significant
sp|Q9BX40|LS14B_HUMAN,Q9BX40,LS14B_HUMAN,LSM14B,0.204295444,0.114401634,0.000253648,0.000258488,0.085809852,0.133917808,0.106316909,0.073328716,0.689718286,-0.535920879,0.66552713,not significant
sp|Q9BX68|HINT2_HUMAN,Q9BX68,HINT2_HUMAN,HINT2,3.704926607,3.091298422,2.661400078,2.59113406,2.626589136,2.224535506,3.152541702,2.480752901,0.786905657,-0.345737414,0.110654104,not significant
sp|Q9BXB1|LGR4_HUMAN,Q9BXB1,LGR4_HUMAN,LGR4,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BXB5|OSB10_HUMAN,Q9BXB5,OSB10_HUMAN,OSBPL10,0.331094575,0.329027308,0.330302777,0.275522419,0.381492997,0.313230573,0.330141553,0.32341533,0.979626243,-0.029696672,0.838936439,not significant
sp|Q9BXF6|RFIP5_HUMAN,Q9BXF6,RFIP5_HUMAN,RAB11FIP5,0.385874932,0.202834203,0.241527995,0.394599093,0.414097242,0.299319015,0.27674571,0.36933845,1.334576966,0.416382509,0.233445927,not significant
sp|Q9BXJ9|NAA15_HUMAN,Q9BXJ9,NAA15_HUMAN,NAA15,4.34651086,6.487124223,6.270156369,7.110296837,5.692650585,7.003031042,5.701263817,6.601992821,1.157987603,0.211619808,0.333064608,not significant
sp|Q9BXK1|KLF16_HUMAN,Q9BXK1,KLF16_HUMAN,KLF16,0.016463729,0.000241214,0.000253648,0.000258488,0.042213053,0.000264092,0.005652864,0.014245211,2.519999038,1.333423183,0.597244528,not significant
sp|Q9BXK5|B2L13_HUMAN,Q9BXK5,B2L13_HUMAN,BCL2L13,4.569599619,3.43871176,4.969099894,4.910601568,5.269720744,4.862627515,4.325803758,5.014316609,1.159164144,0.213084874,0.221553297,not significant
sp|Q9BXP2|S12A9_HUMAN,Q9BXP2,S12A9_HUMAN,SLC12A9,0.000249487,0.000241214,0.000253648,0.039064512,0.000256791,0.000264092,0.000248116,0.013195132,53.1812295,5.732845226,0.37349209,not significant
sp|Q9BXP5|SRRT_HUMAN,Q9BXP5,SRRT_HUMAN,SRRT,17.1973799,19.41269569,16.74660564,18.90030602,19.03022179,14.70293417,17.78556041,17.54448733,0.986445573,-0.019688642,0.890432978,not significant
sp|Q9BXR0|TGT_HUMAN,Q9BXR0,TGT_HUMAN,QTRT1,0.081445023,0.441877981,0.125173302,0.42699912,0.098147087,0.309934244,0.216165435,0.27836015,1.287718131,0.364816836,0.697527852,not significant
sp|Q9BXS5|AP1M1_HUMAN,Q9BXS5,AP1M1_HUMAN,AP1M1,3.356664814,4.27207617,3.234488742,2.933453882,3.335382935,4.782207445,3.621076575,3.683681421,1.017289014,0.024729611,0.927889826,not significant
sp|Q9BXS6|NUSAP_HUMAN,Q9BXS6,NUSAP_HUMAN,NUSAP1,0.644929862,0.632021432,0.000253648,0.720836028,0.932373285,0.620029266,0.425734981,0.757746193,1.779854199,0.831759064,0.225366252,not significant
sp|Q9BXV9|GON7_HUMAN,Q9BXV9,GON7_HUMAN,GON7,1.180985895,0.195702126,0.000253648,1.112871181,1.143565228,0.886337186,0.458980556,1.047591198,2.282430451,1.1905709,0.190905269,not significant
sp|Q9BXW7|HDHD5_HUMAN,Q9BXW7,HDHD5_HUMAN,HDHD5,2.25348787,1.644062474,3.322208928,1.043785643,1.70552891,2.844547112,2.406586424,1.864620555,0.774798917,-0.368106158,0.492977142,not significant
sp|Q9BXW9|FACD2_HUMAN,Q9BXW9,FACD2_HUMAN,FANCD2,0.197534324,0.000241214,0.466530837,0.000258488,0.179392098,0.54402799,0.221435458,0.241226192,1.089374727,0.123500303,0.929255594,not significant
sp|Q9BXY0|MAK16_HUMAN,Q9BXY0,MAK16_HUMAN,MAK16,0.81763354,0.619403269,0.764834716,0.873993171,0.715878056,0.679443102,0.733957175,0.75643811,1.030629763,0.043526162,0.802521152,not significant
sp|Q9BY32|ITPA_HUMAN,Q9BY32,ITPA_HUMAN,ITPA,11.83638564,11.6037608,10.51381349,11.32540641,14.16878314,12.38200526,11.31798664,12.62539827,1.115516272,0.157711559,0.230213872,not significant
sp|Q9BY42|RTF2_HUMAN,Q9BY42,RTF2_HUMAN,RTF2,0.000249487,0.000241214,0.014278593,0.000258488,0.000256791,0.019320883,0.004923098,0.006612054,1.343067719,0.425532049,0.840977082,not significant
sp|Q9BY43|CHM4A_HUMAN,Q9BY43,CHM4A_HUMAN,CHMP4A,2.560142389,1.573160806,2.046666465,2.801823773,3.82767152,2.309342482,2.059989887,2.979612592,1.44642098,0.532487509,0.157922665,not significant
sp|Q9BY44|EIF2A_HUMAN,Q9BY44,EIF2A_HUMAN,EIF2A,0.985450369,2.422555951,1.916705389,1.037524899,3.855993537,0.947007545,1.774903903,1.946841994,1.096871775,0.133394883,0.877123818,not significant
sp|Q9BY49|PECR_HUMAN,Q9BY49,PECR_HUMAN,PECR,0.000249487,0.000241214,0.000253648,0.046491151,0.000256791,0.000264092,0.000248116,0.015670678,63.15859093,5.98090708,0.373557744,not significant
sp|Q9BY50|SC11C_HUMAN,Q9BY50,SC11C_HUMAN,SEC11C,0.140467588,0.168925286,0.156186764,0.174798599,0.186991925,0.293591633,0.155193213,0.218460719,1.407669287,0.493308432,0.176696282,not significant
sp|Q9BY77|PDIP3_HUMAN,Q9BY77,PDIP3_HUMAN,POLDIP3,0.679360261,0.930257891,1.222760732,0.932577745,1.116140628,1.299585658,0.944126295,1.116101344,1.182152589,0.241416267,0.415279504,not significant
sp|Q9BY89|K1671_HUMAN,Q9BY89,K1671_HUMAN,KIAA1671,0.000249487,0.000241214,0.000253648,0.000258488,0.076167574,0.000264092,0.000248116,0.025563385,103.0298341,6.686918346,0.3736775,not significant
sp|Q9BYC8|RM32_HUMAN,Q9BYC8,RM32_HUMAN,MRPL32,0.000249487,0.263947544,0.000253648,0.240244056,0.316598986,0.323025857,0.088150226,0.293289633,3.327156891,1.734289898,0.089227626,not significant
sp|Q9BYD1|RM13_HUMAN,Q9BYD1,RM13_HUMAN,MRPL13,0.14515803,0.902224796,0.331038185,0.367843537,0.2928586,0.426991076,0.45947367,0.362564404,0.789086356,-0.3417449,0.696471044,not significant
sp|Q9BYD2|RM09_HUMAN,Q9BYD2,RM09_HUMAN,MRPL9,0.542346187,0.974408917,0.000253648,0.203081856,0.217726126,0.000264092,0.505669584,0.140357358,0.277567333,-1.849090306,0.276857222,not significant
sp|Q9BYD3|RM04_HUMAN,Q9BYD3,RM04_HUMAN,MRPL4,1.514777522,1.258924409,1.590635635,1.566246337,1.189587297,1.312704906,1.454779189,1.356179513,0.932223614,-0.101252036,0.545715702,not significant
sp|Q9BYD6|RM01_HUMAN,Q9BYD6,RM01_HUMAN,MRPL1,3.015810443,2.534259133,2.264639603,2.682169815,3.280752526,2.724478747,2.60490306,2.895800363,1.111672986,0.152732462,0.376031564,not significant
sp|Q9BYE7|PCGF6_HUMAN,Q9BYE7,PCGF6_HUMAN,PCGF6,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BYG3|MK67I_HUMAN,Q9BYG3,MK67I_HUMAN,NIFK,1.198511817,0.652598252,0.994592342,1.644534479,2.29428283,0.882542435,0.94856747,1.607119915,1.694259992,0.76065528,0.207087542,not significant
sp|Q9BYG5|PAR6B_HUMAN,Q9BYG5,PAR6B_HUMAN,PARD6B,1.538578459,0.899681938,1.246670963,1.834013681,1.74659731,1.185337067,1.228310453,1.588649353,1.29336142,0.371125482,0.259668408,not significant
sp|Q9BYJ9|YTHD1_HUMAN,Q9BYJ9,YTHD1_HUMAN,YTHDF1,0.000249487,1.117688394,0.128697239,0.472154315,0.555833385,0.520510869,0.41554504,0.51616619,1.242142584,0.312830788,0.790251118,not significant
sp|Q9BYK8|HELZ2_HUMAN,Q9BYK8,HELZ2_HUMAN,HELZ2,1.157210045,0.039825488,0.000253648,0.11266287,0.000256791,0.000264092,0.399096394,0.037727918,0.094533346,-3.403032862,0.396680773,not significant
sp|Q9BYM8|HOIL1_HUMAN,Q9BYM8,HOIL1_HUMAN,RBCK1,0.372750325,0.325863358,0.428079313,0.421921113,0.346516542,0.377488071,0.375564332,0.381975242,1.017070071,0.024419078,0.870032985,not significant
sp|Q9BYN0|SRXN1_HUMAN,Q9BYN0,SRXN1_HUMAN,SRXN1,1.077529403,0.82834707,0.604413344,1.170424366,0.932034416,1.217551405,0.836763272,1.106670062,1.322560513,0.403333733,0.172528063,not significant
sp|Q9BYN8|RT26_HUMAN,Q9BYN8,RT26_HUMAN,MRPS26,1.144127241,1.224202264,1.407117088,0.930148443,0.879389583,0.411384194,1.258482198,0.740307407,0.588254175,-0.765488441,0.046927526,not significant
sp|Q9BYT8|NEUL_HUMAN,Q9BYT8,NEUL_HUMAN,NLN,1.806311201,2.012066254,2.565642804,2.386555857,1.995476468,2.151134172,2.128006753,2.177722166,1.023362432,0.033317177,0.854156815,not significant
sp|Q9BYV8|CEP41_HUMAN,Q9BYV8,CEP41_HUMAN,CEP41,0.000249487,0.000241214,0.018049101,0.000258488,0.000256791,0.000264092,0.006179934,0.00025979,0.04203772,-4.572171776,0.374946922,not significant
sp|Q9BYX2|TBD2A_HUMAN,Q9BYX2,TBD2A_HUMAN,TBC1D2,0.000249487,0.000241214,0.336427121,0.000258488,0.000256791,0.632584813,0.112305941,0.211033364,1.879093508,0.91003686,0.700392703,not significant
sp|Q9BYX4|IFIH1_HUMAN,Q9BYX4,IFIH1_HUMAN,IFIH1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BYX7|ACTBM_HUMAN,Q9BYX7,ACTBM_HUMAN,POTEKP,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BZ67|FRMD8_HUMAN,Q9BZ67,FRMD8_HUMAN,FRMD8,0.260260036,0.122216981,0.000253648,0.105528775,0.000256791,0.165484744,0.127576888,0.090423437,0.708776,-0.496598341,0.69869642,not significant
sp|Q9BZA7|PC11X_HUMAN,Q9BZA7,PC11X_HUMAN,PCDH11X,48.65989885,44.66332491,0.708263745,27.93950131,40.45436076,54.39688104,31.34382917,40.9302477,1.305847077,0.384985958,0.606130217,not significant
sp|Q9BZD4|NUF2_HUMAN,Q9BZD4,NUF2_HUMAN,NUF2,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BZE1|RM37_HUMAN,Q9BZE1,RM37_HUMAN,MRPL37,0.700506908,0.850253479,1.465051195,0.818212939,0.880166349,1.465847749,1.005270527,1.054742346,1.049212443,0.069306822,0.881663707,not significant
sp|Q9BZE4|GTPB4_HUMAN,Q9BZE4,GTPB4_HUMAN,GTPBP4,1.377789895,1.862480383,0.557983094,1.37771043,0.293074877,0.449980863,1.266084457,0.706922057,0.558353001,-0.840750585,0.333965013,not significant
sp|Q9BZE9|ASPC1_HUMAN,Q9BZE9,ASPC1_HUMAN,ASPSCR1,1.296885763,0.653836315,0.790486907,1.039956058,6.208877833,0.839182394,0.913736328,2.696005428,2.950528883,1.560973581,0.370509024,not significant
sp|Q9BZF1|OSBL8_HUMAN,Q9BZF1,OSBL8_HUMAN,OSBPL8,0.190273968,0.466584743,0.431868929,0.16128732,0.209788305,0.411720531,0.362909213,0.260932052,0.719000903,-0.475934513,0.428594629,not significant
sp|Q9BZF3|OSBL6_HUMAN,Q9BZF3,OSBL6_HUMAN,OSBPL6,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BZF9|UACA_HUMAN,Q9BZF9,UACA_HUMAN,UACA,0.607756252,0.201696494,0.245329469,0.685053223,0.947604835,0.455336848,0.351594072,0.695998302,1.979550732,0.985173041,0.146982331,not significant
sp|Q9BZG1|RAB34_HUMAN,Q9BZG1,RAB34_HUMAN,RAB34,10.88118437,8.746647126,9.961944968,10.72151808,8.19053973,8.792739065,9.863258821,9.234932292,0.936296255,-0.094963008,0.557181348,not significant
sp|Q9BZG8|DPH1_HUMAN,Q9BZG8,DPH1_HUMAN,DPH1,0.030274557,0.000241214,0.000253648,0.626307891,0.000256791,0.000264092,0.010256473,0.208942925,20.37181053,4.348502299,0.395453746,not significant
sp|Q9BZH6|WDR11_HUMAN,Q9BZH6,WDR11_HUMAN,WDR11,0.000249487,0.068787335,0.02160575,0.130609668,0.000256791,0.023544413,0.030214191,0.051470291,1.703513797,0.768513632,0.660978185,not significant
sp|Q9BZI7|REN3B_HUMAN,Q9BZI7,REN3B_HUMAN,UPF3B,0.340316468,0.852115741,0.331462932,0.526904663,0.950346697,0.901902173,0.507965047,0.793051178,1.561231786,0.642684741,0.261043833,not significant
sp|Q9BZJ0|CRNL1_HUMAN,Q9BZJ0,CRNL1_HUMAN,CRNKL1,0.126048199,0.224123,0.000253648,0.000258488,0.000256791,0.000264092,0.116808282,0.00025979,0.002224075,-8.812579107,0.146433664,not significant
sp|Q9BZK3|NACP4_HUMAN,Q9BZK3,NACP4_HUMAN,NACA4P,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q9BZK7|TBL1R_HUMAN,Q9BZK7,TBL1R_HUMAN,TBL1XR1,0.214140034,0.408867664,0.750332688,0.394786228,0.684866839,0.000264092,0.457780129,0.359972386,0.786343408,-0.346768599,0.718551736,not significant
sp|Q9BZL1|UBL5_HUMAN,Q9BZL1,UBL5_HUMAN,UBL5,1.476481948,1.669803991,1.0983443,1.640011475,1.137933694,1.670980804,1.414876746,1.482975324,1.048130396,0.067818211,0.791397475,not significant
sp|Q9BZL4|PP12C_HUMAN,Q9BZL4,PP12C_HUMAN,PPP1R12C,0.000249487,0.027340996,0.000253648,0.000258488,0.000256791,0.000264092,0.009281377,0.00025979,0.027990495,-5.158919207,0.374292118,not significant
sp|Q9BZL6|KPCD2_HUMAN,Q9BZL6,KPCD2_HUMAN,PRKD2,0.000249487,0.000241214,0.203840353,0.000258488,0.101002724,0.109845104,0.068110351,0.070368772,1.033158259,0.047061263,0.97784141,not significant
sp|Q9BZQ8|NIBA1_HUMAN,Q9BZQ8,NIBA1_HUMAN,NIBAN1,13.86139079,15.01160142,11.4473461,14.52545163,13.23632568,13.97810331,13.44011277,13.91329354,1.035206607,0.04991873,0.693044756,not significant
sp|Q9BZV1|UBXN6_HUMAN,Q9BZV1,UBXN6_HUMAN,UBXN6,0.75960482,0.525842603,0.344678468,0.48805762,0.514555481,0.442824407,0.543375297,0.481812503,0.886702994,-0.173477148,0.640124839,not significant
sp|Q9BZX2|UCK2_HUMAN,Q9BZX2,UCK2_HUMAN,UCK2,0.467745557,0.789580776,0.551526761,1.084296257,0.738297978,1.117719139,0.602951031,0.980104458,1.625512533,0.700894679,0.071643898,not significant
sp|Q9BZZ5|API5_HUMAN,Q9BZZ5,API5_HUMAN,API5,22.93813617,19.98381387,24.94529134,25.10902812,19.16064254,21.57546272,22.62241379,21.94837779,0.970204948,-0.043638558,0.779365524,not significant
sp|Q9C002|NMES1_HUMAN,Q9C002,NMES1_HUMAN,NMES1,18.73633222,19.17473723,22.16536483,20.05381686,20.53190582,21.65913701,20.02547809,20.74828656,1.036094443,0.051155514,0.572606127,not significant
sp|Q9C004|SPY4_HUMAN,Q9C004,SPY4_HUMAN,SPRY4,0.378066415,0.234864713,0.000253648,0.330096643,0.260086511,0.354290739,0.204394925,0.314824631,1.540276161,0.62318904,0.386385585,not significant
sp|Q9C005|DPY30_HUMAN,Q9C005,DPY30_HUMAN,DPY30,1.059455876,0.812500314,0.513460091,0.548717521,0.691140112,0.440852791,0.79513876,0.560236808,0.70457741,-0.505169876,0.247663036,not significant
sp|Q9C035|TRIM5_HUMAN,Q9C035,TRIM5_HUMAN,TRIM5,0.000249487,0.000241214,0.241484961,0.000258488,0.000256791,0.000264092,0.080658554,0.00025979,0.003220865,-8.278335982,0.373978068,not significant
sp|Q9C037|TRIM4_HUMAN,Q9C037,TRIM4_HUMAN,TRIM4,0.000249487,0.000241214,0.000253648,0.073585942,0.063780726,0.000264092,0.000248116,0.04587692,184.9008462,7.530608017,0.118060907,not significant
sp|Q9C0B0|UNK_HUMAN,Q9C0B0,UNK_HUMAN,UNK,0.091946567,0.000241214,0.000253648,0.870681394,0.72305428,1.535004509,0.03081381,1.042913394,33.84564926,5.080898487,0.01582387,up
sp|Q9C0B1|FTO_HUMAN,Q9C0B1,FTO_HUMAN,FTO,4.248764214,4.912414988,2.934875189,3.258966476,3.858603489,3.566146714,4.03201813,3.561238893,0.883239801,-0.179122909,0.480824647,not significant
sp|Q9C0B5|ZDHC5_HUMAN,Q9C0B5,ZDHC5_HUMAN,ZDHHC5,0.551993582,0.149184694,0.210990473,0.416013448,0.392418755,0.274105687,0.30405625,0.360845963,1.18677371,0.247044872,0.690756388,not significant
