Protein,Protein ID,Entry Name,Gene,CTRL-1,CTRL-2,CTRL-3,PTX3-1,PTX3-2,PTX3-3,mean c,mean ptx3,FC,log2FC,P.value,Sig
sp|A0A0B4J2D5|GAL3B_HUMAN,A0A0B4J2D5,GAL3B_HUMAN,GATD3B,6.65822812,3.684135237,6.29414224,3.535111185,5.140382257,8.951858681,5.545501866,5.875784041,1.059558573,0.083463342,0.867650068,not significant
sp|A0A0U1RRL7|MMPOS_HUMAN,A0A0U1RRL7,MMPOS_HUMAN,MMP24OS,1.097702263,0.538758707,0.778363363,0.947706004,1.084007226,0.849825292,0.804941444,0.960512841,1.193270451,0.254921063,0.4256102,not significant
sp|A0A3B3IU46|RMACL_HUMAN,A0A3B3IU46,RMACL_HUMAN,RAMACL,0.000249487,0.000241214,0.122680668,0.093622263,0.13394001,0.111670071,0.041057123,0.113077448,2.754149335,1.461606787,0.164972084,not significant
sp|A0AVT1|UBA6_HUMAN,A0AVT1,UBA6_HUMAN,UBA6,8.929316667,10.50063292,8.15031189,11.50868768,9.797554572,10.27201207,9.193420492,10.52608477,1.144958482,0.195295285,0.195754201,not significant
sp|A0FGR8|ESYT2_HUMAN,A0FGR8,ESYT2_HUMAN,ESYT2,2.056686713,1.730987441,2.696297824,2.419829716,4.430703077,3.196049037,2.161323993,3.34886061,1.549448681,0.631754973,0.141970746,not significant
sp|A0MZ66|SHOT1_HUMAN,A0MZ66,SHOT1_HUMAN,SHTN1,8.811093575,6.917472625,7.89409255,8.366274141,9.160611218,11.27918411,7.874219583,9.602023156,1.219425373,0.286201471,0.167783452,not significant
sp|A1L0T0|HACL2_HUMAN,A1L0T0,HACL2_HUMAN,ILVBL,1.737178887,1.427027147,2.435974609,1.218331532,1.717536752,1.436107472,1.866726881,1.457325252,0.780684773,-0.357187964,0.284442448,not significant
sp|A1L3X4|MT1DP_HUMAN,A1L3X4,MT1DP_HUMAN,MT1DP,0.527740634,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.176078499,0.00025979,0.001475423,-9.404655284,0.373931145,not significant
sp|A1X283|SPD2B_HUMAN,A1X283,SPD2B_HUMAN,SH3PXD2B,2.085965297,2.523164784,2.4545303,2.642537066,1.773876135,1.309840218,2.35455346,1.90875114,0.810663751,-0.302824461,0.341657406,not significant
sp|A2RRP1|NBAS_HUMAN,A2RRP1,NBAS_HUMAN,NBAS,0.000249487,0.000241214,0.135645548,0.068408877,0.000256791,0.534981615,0.04537875,0.201215761,4.434140704,2.148654551,0.421069724,not significant
sp|A3KMH1|VWA8_HUMAN,A3KMH1,VWA8_HUMAN,VWA8,0.089910431,0.000241214,0.000253648,0.043145618,0.057156448,0.000264092,0.030135098,0.033522053,1.112392368,0.153665752,0.926391762,not significant
sp|A3KN83|SBNO1_HUMAN,A3KN83,SBNO1_HUMAN,SBNO1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A3QJZ6|PRA22_HUMAN,A3QJZ6,PRA22_HUMAN,PRAMEF22,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A4D1E9|GTPBA_HUMAN,A4D1E9,GTPBA_HUMAN,GTPBP10,0.000249487,0.000241214,0.128528064,0.099511409,0.053707396,0.124682595,0.043006255,0.0926338,2.153961092,1.10699219,0.355465672,not significant
sp|A4D1P6|WDR91_HUMAN,A4D1P6,WDR91_HUMAN,WDR91,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A4D2B0|MBLC1_HUMAN,A4D2B0,MBLC1_HUMAN,MBLAC1,0.000249487,0.000241214,0.000253648,0.146849711,0.000256791,0.123766236,0.000248116,0.090290913,363.9055577,8.507420275,0.118987584,not significant
sp|A5YKK6|CNOT1_HUMAN,A5YKK6,CNOT1_HUMAN,CNOT1,1.751220214,1.546094897,1.829103562,1.438418987,1.128853812,1.000930814,1.708806224,1.189401204,0.696042177,-0.522753366,0.028478315,not significant
sp|A5YM69|ARG35_HUMAN,A5YM69,ARG35_HUMAN,ARHGEF35,0.362042418,0.21994268,0.218491539,0.351739363,0.425826223,0.359496478,0.266825546,0.379020688,1.420481263,0.506379801,0.102148401,not significant
sp|A6NCE7|MP3B2_HUMAN,A6NCE7,MP3B2_HUMAN,MAP1LC3B2,2.777561065,2.687910064,4.008494315,3.108100669,2.992780049,3.920815783,3.157988481,3.3405655,1.05781434,0.081086438,0.741574308,not significant
sp|A6NDG6|PGP_HUMAN,A6NDG6,PGP_HUMAN,PGP,6.764045854,6.522605078,5.574179603,7.249771427,8.246138202,7.622855592,6.286943512,7.706255074,1.225755418,0.293671139,0.037971899,not significant
sp|A6NDU8|RIMC1_HUMAN,A6NDU8,RIMC1_HUMAN,RIMOC1,0.92692212,1.118849925,0.728347168,0.868173792,1.026038881,1.071206736,0.924706404,0.988473136,1.068958895,0.096206378,0.64560772,not significant
sp|A6NHL2|TBAL3_HUMAN,A6NHL2,TBAL3_HUMAN,TUBAL3,10.02640411,5.694479477,6.453855674,8.674154957,9.300993555,8.253286427,7.391579754,8.742811646,1.182806915,0.242214583,0.379752096,not significant
sp|A6NHR9|SMHD1_HUMAN,A6NHR9,SMHD1_HUMAN,SMCHD1,1.372554969,1.243195407,1.454618786,1.113562615,0.641710655,1.006391881,1.356789721,0.92055505,0.678480266,-0.559621241,0.048552652,not significant
sp|A6NIH7|U119B_HUMAN,A6NIH7,U119B_HUMAN,UNC119B,0.149584511,0.222213705,0.000253648,0.201776102,0.254763524,0.000264092,0.124017288,0.152267906,1.227795805,0.296070646,0.794330607,not significant
sp|A6NKF1|SAC31_HUMAN,A6NKF1,SAC31_HUMAN,SAC3D1,0.074990478,0.047875224,0.020156153,0.000258488,0.022250038,0.000264092,0.047673952,0.007590873,0.159224742,-2.650863558,0.083141009,not significant
sp|A7E2V4|ZSWM8_HUMAN,A7E2V4,ZSWM8_HUMAN,ZSWIM8,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A8CG34|P121C_HUMAN,A8CG34,P121C_HUMAN,POM121C,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A8MWD9|RUXGL_HUMAN,A8MWD9,RUXGL_HUMAN,SNRPGP15,10.20190039,9.702363634,8.819157074,11.44066792,6.883013853,7.682341902,9.574473699,8.668674558,0.905394367,-0.143381763,0.569111308,not significant
sp|A8MXQ7|IQAK1_HUMAN,A8MXQ7,IQAK1_HUMAN,IQANK1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|A9UHW6|MI4GD_HUMAN,A9UHW6,MI4GD_HUMAN,MIF4GD,0.000249487,0.000241214,0.020087578,0.094516614,0.030380469,0.062569713,0.006859426,0.062488932,9.109935578,3.187440852,0.04736868,up
sp|B3EWG3|FM25A_HUMAN,B3EWG3,FM25A_HUMAN,FAM25A,0.000249487,0.000241214,0.000253648,0.445589287,0.463170181,0.190348146,0.000248116,0.366369205,1476.602527,10.52806582,0.014224829,up
sp|B7ZW38|HNRC3_HUMAN,B7ZW38,HNRC3_HUMAN,HNRNPCL3,73.35827176,67.41569326,91.41942075,84.00738292,72.49254296,83.52376913,77.39779526,80.00789834,1.033723223,0.047849959,0.764483769,not significant
sp|C4AMC7|WASH3_HUMAN,C4AMC7,WASH3_HUMAN,WASH3P,1.511084315,1.44936807,1.179478737,2.014717048,2.215055672,2.655084157,1.379977041,2.294952292,1.663036576,0.733819899,0.013055508,up
sp|C9JLW8|MCRI1_HUMAN,C9JLW8,MCRI1_HUMAN,MCRIP1,2.467054904,1.335299409,1.127584697,2.046189465,3.283615103,1.74363869,1.643313003,2.357814419,1.434793259,0.520842872,0.319157603,not significant
sp|E9PAV3|NACAM_HUMAN,E9PAV3,NACAM_HUMAN,NACA,14.32620388,15.48232777,16.52053182,15.88569208,15.71857743,21.48981453,15.44302116,17.69802801,1.146021095,0.1966336,0.322497857,not significant
sp|E9PRG8|CK098_HUMAN,E9PRG8,CK098_HUMAN,C11orf98,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|F5HAK9|GH_HHV8P,F5HAK9,GH_HHV8P,gH,1.41756762,0.196791069,1.877393942,1.620663099,2.463193236,6.473328719,1.163917544,3.519061685,3.023463048,1.596201947,0.210036639,not significant
sp|L0R6Q1|S35U4_HUMAN,L0R6Q1,S35U4_HUMAN,SLC35A4,3.176322054,2.38355164,1.629509959,2.189664865,2.252238146,1.816402148,2.396461218,2.08610172,0.870492585,-0.200096086,0.542539675,not significant
sp|L0R819|ASURF_HUMAN,L0R819,ASURF_HUMAN,ASDURF,0.238089026,0.642366718,0.222926553,0.551363537,0.792176999,0.221660712,0.367794099,0.521733749,1.418548451,0.504415427,0.513504706,not significant
sp|O00115|DNS2A_HUMAN,O00115,DNS2A_HUMAN,DNASE2,0.000249487,0.000241214,0.282747428,0.000258488,0.478582804,0.567767537,0.09441271,0.34886961,3.695155143,1.885634938,0.271756546,not significant
sp|O00116|ADAS_HUMAN,O00116,ADAS_HUMAN,AGPS,8.369662715,7.745034771,8.36307019,7.819328292,8.627626318,10.35083981,8.159255892,8.93259814,1.094780977,0.130642272,0.374666997,not significant
sp|O00139|KIF2A_HUMAN,O00139,KIF2A_HUMAN,KIF2A,6.538563026,7.046552785,6.975634976,7.907745752,7.649769526,6.563928602,6.853583596,7.373814627,1.075906425,0.105552608,0.303796286,not significant
sp|O00148|DX39A_HUMAN,O00148,DX39A_HUMAN,DDX39A,0.401186308,0.448710475,0.342489082,0.473315796,0.425788539,0.838143228,0.397461955,0.579082521,1.456950819,0.542952179,0.246272335,not significant
sp|O00151|PDLI1_HUMAN,O00151,PDLI1_HUMAN,PDLIM1,36.81867734,23.73396121,15.74038416,23.73055013,30.28468293,26.99775705,25.43100757,27.00433004,1.061866305,0.086602134,0.818695908,not significant
sp|O00154|BACH_HUMAN,O00154,BACH_HUMAN,ACOT7,9.605849185,10.17114571,10.39344233,10.11224681,11.7228035,13.50934307,10.05681241,11.78146446,1.171490924,0.228345777,0.162488471,not significant
sp|O00159|MYO1C_HUMAN,O00159,MYO1C_HUMAN,MYO1C,10.85416681,14.73144313,17.22344827,13.8941825,10.3626344,13.97535929,14.26968607,12.74405873,0.893086132,-0.163128776,0.526676467,not significant
sp|O00161|SNP23_HUMAN,O00161,SNP23_HUMAN,SNAP23,10.52627279,5.149366403,8.67021498,9.703290647,8.714082664,8.428079299,8.115284724,8.948484203,1.102670394,0.14100161,0.634831949,not significant
sp|O00165|HAX1_HUMAN,O00165,HAX1_HUMAN,HAX1,2.003579756,2.138968394,1.552173556,2.189050001,2.249305098,2.038142103,1.898240569,2.158832401,1.13728072,0.185588405,0.238347436,not significant
sp|O00170|AIP_HUMAN,O00170,AIP_HUMAN,AIP,8.280763269,7.174624925,5.984119601,7.002026974,6.843277682,8.000691022,7.146502598,7.281998559,1.018959758,0.027097076,0.866406764,not significant
sp|O00178|GTPB1_HUMAN,O00178,GTPB1_HUMAN,GTPBP1,0.340650333,0.283530801,0.494362237,0.589310019,0.533074848,0.597039937,0.37284779,0.573141601,1.537199941,0.620304826,0.038780031,up
sp|O00186|STXB3_HUMAN,O00186,STXB3_HUMAN,STXBP3,0.960828581,0.73037997,0.838322888,0.719440292,0.654792409,0.537382254,0.843177146,0.637204985,0.755718994,-0.404078211,0.073114369,not significant
sp|O00193|SMAP_HUMAN,O00193,SMAP_HUMAN,SMAP,5.537133105,4.94650218,2.532216627,9.807622376,8.749893905,5.809370853,4.338617304,8.122295711,1.872093144,0.904652217,0.066178003,not significant
sp|O00203|AP3B1_HUMAN,O00203,AP3B1_HUMAN,AP3B1,2.574242667,2.687459838,2.934796534,2.842022473,2.146465998,3.170834074,2.732166346,2.719774182,0.995464345,-0.006558452,0.970980967,not significant
sp|O00213|APBB1_HUMAN,O00213,APBB1_HUMAN,APBB1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O00214|LEG8_HUMAN,O00214,LEG8_HUMAN,LGALS8,0.149985513,0.000241214,0.128348382,0.299019111,0.240925914,0.183684929,0.09285837,0.241209985,2.59761167,1.377185771,0.060966116,not significant
sp|O00217|NDUS8_HUMAN,O00217,NDUS8_HUMAN,NDUFS8,9.039286383,5.87834575,7.174748564,7.788427829,8.853046369,9.588686596,7.364126899,8.743386931,1.187294441,0.247677758,0.2614745,not significant
sp|O00220|TR10A_HUMAN,O00220,TR10A_HUMAN,TNFRSF10A,0.476309609,0.434051626,0.157010391,0.456322458,0.77259962,0.458208437,0.355790542,0.562376838,1.580640214,0.660509018,0.227817489,not significant
sp|O00221|IKBE_HUMAN,O00221,IKBE_HUMAN,NFKBIE,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O00231|PSD11_HUMAN,O00231,PSD11_HUMAN,PSMD11,36.66276747,37.83023684,47.8736766,39.55811293,35.73323806,59.87770587,40.78889364,45.05635229,1.104623055,0.143554143,0.634030768,not significant
sp|O00232|PSD12_HUMAN,O00232,PSD12_HUMAN,PSMD12,7.121711904,10.55525466,12.07639958,11.23440032,9.166543969,12.93991761,9.917788715,11.11362063,1.12057445,0.164238503,0.548470551,not significant
sp|O00233|PSMD9_HUMAN,O00233,PSMD9_HUMAN,PSMD9,10.96125152,9.664998696,6.345838607,10.68645773,11.00513398,10.03898246,8.990696274,10.57685806,1.176422574,0.234406374,0.321570968,not significant
sp|O00244|ATOX1_HUMAN,O00244,ATOX1_HUMAN,ATOX1,21.06927787,14.62235745,13.70266124,24.11820812,24.81789609,19.91844033,16.46476552,22.95151485,1.393977632,0.479207411,0.079734363,not significant
sp|O00255|MEN1_HUMAN,O00255,MEN1_HUMAN,MEN1,0.073416479,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.024637114,0.00025979,0.010544674,-6.567341689,0.374118586,not significant
sp|O00264|PGRC1_HUMAN,O00264,PGRC1_HUMAN,PGRMC1,18.6838868,13.39783965,14.9739862,16.79391386,19.07404269,15.60626894,15.68523755,17.15807516,1.093899605,0.129480338,0.474580327,not significant
sp|O00267|SPT5H_HUMAN,O00267,SPT5H_HUMAN,SUPT5H,2.336217224,1.923742694,2.902306171,1.694470108,2.082743877,2.494497284,2.38742203,2.090570423,0.875660188,-0.191556974,0.462593754,not significant
sp|O00268|TAF4_HUMAN,O00268,TAF4_HUMAN,TAF4,0.058832159,0.106946427,0.000253648,0.151035496,0.128363507,0.13209298,0.055344078,0.137163994,2.478386113,1.309400965,0.060928408,not significant
sp|O00273|DFFA_HUMAN,O00273,DFFA_HUMAN,DFFA,22.48010741,16.66699053,14.33087941,22.13436579,29.32514648,27.34472844,17.82599245,26.26808024,1.473583045,0.559328367,0.059471556,not significant
sp|O00287|RFXAP_HUMAN,O00287,RFXAP_HUMAN,RFXAP,0.108291737,0.000241214,0.000253648,0.167040084,0.014191171,0.104129021,0.0362622,0.095120092,2.623119747,1.391283669,0.361138954,not significant
sp|O00291|HIP1_HUMAN,O00291,HIP1_HUMAN,HIP1,0.000249487,0.151095825,0.056012807,0.130410952,0.157285255,0.216914084,0.069119373,0.16820343,2.433520778,1.283045093,0.123523797,not significant
sp|O00299|CLIC1_HUMAN,O00299,CLIC1_HUMAN,CLIC1,175.6621215,173.1089587,159.1587884,178.9325829,217.7563268,197.6268171,169.3099562,198.1052423,1.170074381,0.226600245,0.079740089,not significant
sp|O00303|EIF3F_HUMAN,O00303,EIF3F_HUMAN,EIF3F,24.9202812,24.20330152,21.51518872,23.21562121,22.01091725,22.32482276,23.54625715,22.51712041,0.95629298,-0.06447541,0.401452593,not significant
sp|O00330|ODPX_HUMAN,O00330,ODPX_HUMAN,PDHX,5.58554619,4.677334288,3.321179634,4.483212363,4.282425008,3.608933373,4.528020037,4.124856915,0.910962602,-0.134536267,0.600034524,not significant
sp|O00399|DCTN6_HUMAN,O00399,DCTN6_HUMAN,DCTN6,1.059318697,1.201987758,1.530379836,1.22420104,0.914070926,1.564060468,1.26389543,1.234110811,0.97643427,-0.034405165,0.904792924,not significant
sp|O00401|WASL_HUMAN,O00401,WASL_HUMAN,WASL,0.074444735,0.628474168,0.571640088,1.351727103,1.259309714,0.743652917,0.424852997,1.118229911,2.632039598,1.396181194,0.055018287,not significant
sp|O00410|IPO5_HUMAN,O00410,IPO5_HUMAN,IPO5,78.29036642,94.26785052,65.91550622,86.93460614,76.28141904,81.09974975,79.49124105,81.43859164,1.024497675,0.03491671,0.835071502,not significant
sp|O00411|RPOM_HUMAN,O00411,RPOM_HUMAN,POLRMT,0.036347859,0.035476285,0.160657996,0.067383458,0.049464264,0.000264092,0.077494047,0.039037271,0.503745423,-0.989233269,0.451728452,not significant
sp|O00418|EF2K_HUMAN,O00418,EF2K_HUMAN,EEF2K,0.000249487,0.363162055,0.000253648,0.222129186,0.349061431,0.000264092,0.12122173,0.190484903,1.571375883,0.652028324,0.684092203,not significant
sp|O00422|SAP18_HUMAN,O00422,SAP18_HUMAN,SAP18,9.46906467,12.95215967,7.88404933,4.323097184,8.081527736,7.442458978,10.10175789,6.615694633,0.654905285,-0.610641821,0.139560299,not significant
sp|O00423|EMAL1_HUMAN,O00423,EMAL1_HUMAN,EML1,0.000249487,0.000241214,0.000253648,0.000258488,0.18533024,0.000264092,0.000248116,0.06195094,249.6850537,7.963965653,0.373809296,not significant
sp|O00425|IF2B3_HUMAN,O00425,IF2B3_HUMAN,IGF2BP3,10.32983237,11.24327394,8.792015441,9.07475445,9.018517205,10.02382733,10.12170725,9.372366328,0.925966944,-0.110967403,0.394435786,not significant
sp|O00429|DNM1L_HUMAN,O00429,DNM1L_HUMAN,DNM1L,15.48699478,13.34156234,12.06654491,12.30726233,11.10605594,11.37958352,13.63170068,11.59763393,0.850784081,-0.233135056,0.127995382,not significant
sp|O00442|RTCA_HUMAN,O00442,RTCA_HUMAN,RTCA,3.200208512,5.05783661,1.518514432,5.330523923,4.086942405,1.445583916,3.258853185,3.621016748,1.111132212,0.152030491,0.825089181,not significant
sp|O00458|IFRD1_HUMAN,O00458,IFRD1_HUMAN,IFRD1,0.082862841,0.047997511,0.126071594,0.000258488,0.048849054,0.102518443,0.085643982,0.050541995,0.590140648,-0.760869263,0.398522845,not significant
sp|O00461|GOLI4_HUMAN,O00461,GOLI4_HUMAN,GOLIM4,0.698136985,0.436737062,0.28843201,0.827634369,0.740754778,0.417178556,0.474435352,0.661855901,1.395039172,0.480305633,0.339660761,not significant
sp|O00468|AGRIN_HUMAN,O00468,AGRIN_HUMAN,AGRN,1.189009758,1.051902074,0.758150838,0.641996723,0.667020567,0.578996572,0.999687557,0.629337954,0.629534648,-0.667642313,0.046201909,not significant
sp|O00469|PLOD2_HUMAN,O00469,PLOD2_HUMAN,PLOD2,4.218187342,3.273918447,2.913663588,4.211583711,5.603140889,3.031722816,3.468589792,4.282149139,1.234550464,0.30398581,0.387004337,not significant
sp|O00471|EXOC5_HUMAN,O00471,EXOC5_HUMAN,EXOC5,1.397102234,1.919912904,1.847088819,1.47433054,1.410601224,1.617529074,1.721367986,1.500820279,0.871876491,-0.197804316,0.275059897,not significant
sp|O00479|HMGN4_HUMAN,O00479,HMGN4_HUMAN,HMGN4,2.441659476,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.814051446,0.00025979,0.000319133,-11.61355651,0.373907487,not significant
sp|O00483|NDUA4_HUMAN,O00483,NDUA4_HUMAN,NDUFA4,0.462959615,0.553226227,0.000253648,0.65830439,0.000256791,0.461142559,0.338813163,0.37323458,1.101594095,0.139592731,0.900887817,not significant
sp|O00487|PSDE_HUMAN,O00487,PSDE_HUMAN,PSMD14,4.7154103,4.776625421,6.59989589,4.954701781,5.056020628,7.497546559,5.363977204,5.836089656,1.088015373,0.121698941,0.672222739,not significant
sp|O00499|BIN1_HUMAN,O00499,BIN1_HUMAN,BIN1,9.764243342,6.611309682,5.750934753,8.424663513,9.165374734,9.643266678,7.375495926,9.077768308,1.230801074,0.299597608,0.251312765,not significant
sp|O00505|IMA4_HUMAN,O00505,IMA4_HUMAN,KPNA3,2.296795917,2.050311825,2.65111367,2.309062224,2.254758802,2.507340634,2.332740471,2.357053887,1.010422684,0.014958933,0.90460821,not significant
sp|O00541|PESC_HUMAN,O00541,PESC_HUMAN,PES1,0.398799207,1.028912338,1.593142278,1.201396262,0.898409685,1.452227854,1.006951274,1.184011267,1.175837697,0.233688936,0.665734879,not significant
sp|O00560|SDCB1_HUMAN,O00560,SDCB1_HUMAN,SDCBP,0.385084978,0.774381817,0.692951047,0.251672454,0.564111442,0.082870649,0.617472614,0.299551515,0.485125183,-1.043571022,0.159418084,not significant
sp|O00566|MPP10_HUMAN,O00566,MPP10_HUMAN,MPHOSPH10,3.094663438,3.042749267,2.963495145,3.52149403,3.716979157,3.14186354,3.03363595,3.460112242,1.140582555,0.189770872,0.069398371,not significant
sp|O00567|NOP56_HUMAN,O00567,NOP56_HUMAN,NOP56,11.73165406,12.41466119,17.18266648,14.62733117,8.391517553,13.99483048,13.77632724,12.33789307,0.895586527,-0.15909527,0.612250645,not significant
sp|O00571|DDX3X_HUMAN,O00571,DDX3X_HUMAN,DDX3X,42.58423211,45.42701129,37.80699111,39.5539043,37.76753468,41.40689646,41.9394115,39.57611181,0.94364967,-0.083676737,0.390931482,not significant
sp|O00584|RNT2_HUMAN,O00584,RNT2_HUMAN,RNASET2,0.000249487,0.000241214,0.249175564,0.000258488,0.616167071,0.000264092,0.083222088,0.205563217,2.470055981,1.304543739,0.610032014,not significant
sp|O00592|PODXL_HUMAN,O00592,PODXL_HUMAN,PODXL,1.833922503,1.342224505,1.112497597,1.166441961,1.695685937,1.102686915,1.429548202,1.321604938,0.924491344,-0.113268284,0.723114666,not significant
sp|O00625|PIR_HUMAN,O00625,PIR_HUMAN,PIR,1.528689208,2.020168175,1.179247171,2.061393461,1.340679353,1.278761918,1.576034851,1.560278244,0.990002374,-0.01449611,0.966262197,not significant
sp|O00629|IMA3_HUMAN,O00629,IMA3_HUMAN,KPNA4,6.724048348,6.62952955,6.000932641,6.667642304,6.269986662,7.818618854,6.451503513,6.918749273,1.072424321,0.100875843,0.417091302,not significant
sp|O00635|TRI38_HUMAN,O00635,TRI38_HUMAN,TRIM38,0.000249487,0.000241214,0.072465757,0.000258488,0.000256791,0.000264092,0.024318819,0.00025979,0.010682687,-6.548581628,0.374158567,not significant
sp|O00743|PPP6_HUMAN,O00743,PPP6_HUMAN,PPP6C,0.197476563,0.540091044,0.436922265,0.318651455,0.337378815,0.720625519,0.391496624,0.458885263,1.17213083,0.229133609,0.70504353,not significant
sp|O00746|NDKM_HUMAN,O00746,NDKM_HUMAN,NME4,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O00754|MA2B1_HUMAN,O00754,MA2B1_HUMAN,MAN2B1,0.734368014,0.824386501,0.738032799,0.836246501,0.990138487,0.72377461,0.765595771,0.850053199,1.110315954,0.150970272,0.364436039,not significant
sp|O00762|UBE2C_HUMAN,O00762,UBE2C_HUMAN,UBE2C,0.166797564,0.139331171,0.000253648,0.000258488,0.000256791,0.222545886,0.102127461,0.074353722,0.728048274,-0.457893983,0.773671538,not significant
sp|O00764|PDXK_HUMAN,O00764,PDXK_HUMAN,PDXK,1.77008802,2.209386261,1.259949008,1.251883246,1.025579169,1.30262486,1.74647443,1.193362425,0.683297966,-0.549413263,0.126459636,not significant
sp|O14497|ARI1A_HUMAN,O14497,ARI1A_HUMAN,ARID1A,1.149769131,1.208598246,1.315073288,1.477071692,1.411393191,1.192976018,1.224480222,1.3604803,1.111067599,0.151946596,0.239737732,not significant
sp|O14519|CDKA1_HUMAN,O14519,CDKA1_HUMAN,CDK2AP1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O14530|TXND9_HUMAN,O14530,TXND9_HUMAN,TXNDC9,1.358984623,1.282236998,1.224176765,1.629489768,1.469606274,1.558229575,1.288466129,1.552441872,1.204875967,0.268884639,0.012045548,not significant
sp|O14531|DPYL4_HUMAN,O14531,DPYL4_HUMAN,DPYSL4,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O14548|COX7R_HUMAN,O14548,COX7R_HUMAN,COX7A2L,1.842164616,1.876014771,0.840050775,2.074276544,1.943200842,0.614376092,1.519410054,1.543951159,1.016151733,0.023115843,0.968113212,not significant
sp|O14561|ACPM_HUMAN,O14561,ACPM_HUMAN,NDUFAB1,10.40695118,13.26011245,8.391391878,13.44182997,14.60505507,8.85988511,10.68615184,12.30225672,1.151233569,0.203180566,0.512607804,not significant
sp|O14562|UBFD1_HUMAN,O14562,UBFD1_HUMAN,UBFD1,1.523743224,1.483328247,1.140548124,0.984615142,0.893475351,0.879310274,1.382539865,0.919133589,0.664815252,-0.588974614,0.021220239,not significant
sp|O14578|CTRO_HUMAN,O14578,CTRO_HUMAN,CIT,0.000249487,0.000241214,0.047945355,0.21773413,0.323801064,0.05122397,0.016145352,0.197586388,12.23797338,3.613292761,0.088365896,not significant
sp|O14579|COPE_HUMAN,O14579,COPE_HUMAN,COPE,3.419403595,4.385831926,4.702740901,4.564964927,4.202386819,5.419093984,4.169325474,4.728815243,1.134191915,0.181664777,0.349250809,not significant
sp|O14613|BORG1_HUMAN,O14613,BORG1_HUMAN,CDC42EP2,0.362467828,0.294891635,0.237883892,0.056833137,0.418491122,0.000264092,0.298414452,0.15852945,0.531239186,-0.912566527,0.36137266,not significant
sp|O14617|AP3D1_HUMAN,O14617,AP3D1_HUMAN,AP3D1,2.999541995,4.583716388,6.208094107,2.860270444,4.794327271,5.302447829,4.597117497,4.319015181,0.939505067,-0.090027153,0.826412416,not significant
sp|O14618|CCS_HUMAN,O14618,CCS_HUMAN,CCS,1.076815083,0.768131463,0.426744572,1.273533329,1.494021376,0.661541611,0.757230373,1.143032105,1.509490568,0.594061742,0.283710233,not significant
sp|O14641|DVL2_HUMAN,O14641,DVL2_HUMAN,DVL2,0.576326985,0.449159685,0.471332566,1.198080323,0.569753153,0.449845922,0.498939745,0.739226466,1.481594667,0.567150811,0.364925286,not significant
sp|O14646|CHD1_HUMAN,O14646,CHD1_HUMAN,CHD1,0.000249487,0.000241214,0.067319137,0.051398553,0.000256791,0.000264092,0.022603279,0.017306479,0.765662292,-0.385219886,0.859736158,not significant
sp|O14647|CHD2_HUMAN,O14647,CHD2_HUMAN,CHD2,0.000249487,0.195232453,0.078415806,0.000258488,0.000256791,0.000264092,0.091299249,0.00025979,0.002845482,-8.457111428,0.183345712,not significant
sp|O14653|GOSR2_HUMAN,O14653,GOSR2_HUMAN,GOSR2,0.966406084,1.874596463,4.277931375,0.777214608,0.825778388,0.503762128,2.372977974,0.702251708,0.295936884,-1.756638576,0.167751817,not significant
sp|O14656|TOR1A_HUMAN,O14656,TOR1A_HUMAN,TOR1A,0.000249487,0.000241214,0.065271052,0.000258488,0.000256791,0.000264092,0.021920584,0.00025979,0.011851433,-6.398794696,0.374187079,not significant
