Με³€/cm,C,50,250,1250
,3.19,3.01,3.01,2.71
,3.08,3.03,2.91,2.82
,3.24,3.21,3.12,2.81
,3.05,3.12,3.01,3.12
,3.09,2.91,2.82,3.02
,3.36,3.01,3.12,3.11
,2.99,3.21,3.15,3.01
,3.17,3.11,3.03,3.23
,3.05,3.12,3.10 ,2.91
,2.91,3.02,3.15,3.01
,3.26,2.99,3.05,2.86
,3.09,3.06,2.91,3.02
,2.88,2.96,3.06,3.01
,3.03,3.26,3.12,3.01
,3.06,3.10 ,3.21,3.01
,3.19,3.19,2.93,2.93
,3.23,3.08,,2.81
,3.15,,,2.72
,3.26,,,2.93
